Data;N1;N2;N3;N4;N5;N6
19/11/2022;2;8;28;34;41;49
22/11/2022;10;28;45;47;57;59
24/11/2022;12;20;22;25;26;55
26/11/2022;2;5;27;30;46;53
30/11/2022;25;38;45;53;55;56
03/12/2022;20;23;32;36;39;57
07/12/2022;3;23;28;34;38;48
10/12/2022;10;25;31;37;38;57
14/12/2022;9;15;23;25;29;30
17/12/2022;1;6;10;30;33;35
31/12/2022;4;5;10;34;58;59
04/01/2023;1;25;29;43;46;48
07/01/2023;5;24;25;33;38;41
10/01/2023;13;15;53;54;55;58
12/01/2023;19;25;43;44;48;49
14/01/2023;3;20;45;52;53;58
18/01/2023;2;6;10;14;34;56
21/01/2023;3;13;16;25;27;33
25/01/2023;2;10;18;25;34;44
28/01/2023;9;12;20;30;32;35
01/02/2023;4;5;17;20;48;52
04/02/2023;19;22;37;44;51;56
08/02/2023;6;12;32;44;51;57
11/02/2023;5;9;14;30;38;50
14/02/2023;7;8;14;19;32;45
16/02/2023;9;13;25;39;46;54
18/02/2023;11;23;45;53;57;59
23/02/2023;10;11;19;33;58;60
25/02/2023;16;22;29;35;38;49
01/03/2023;6;7;25;28;31;52
04/03/2023;8;18;26;27;47;50
08/03/2023;9;18;33;38;41;51
11/03/2023;3;7;15;22;24;50
14/03/2023;6;26;32;35;37;49
16/03/2023;12;17;43;44;48;60
18/03/2023;4;12;14;41;46;53
22/03/2023;29;32;33;35;38;43
25/03/2023;12;18;22;31;44;50
29/03/2023;37;39;47;50;59;60
01/04/2023;5;10;26;35;38;44
05/04/2023;3;4;13;29;36;43
08/04/2023;14;17;32;36;39;60
12/04/2023;10;14;17;19;21;34
15/04/2023;2;20;27;30;52;59
19/04/2023;1;5;12;36;53;55
22/04/2023;14;26;34;36;43;59
26/04/2023;10;18;41;49;53;59
29/04/2023;5;10;11;22;23;37
03/05/2023;9;13;22;31;57;58
06/05/2023;1;15;16;25;32;36
09/05/2023;2;12;28;36;43;48
11/05/2023;10;11;21;23;28;30
13/05/2023;15;17;28;34;35;51
17/05/2023;10;14;17;25;32;39
20/05/2023;7;26;32;35;49;55
24/05/2023;1;13;34;39;50;52
27/05/2023;34;35;39;47;51;56
31/05/2023;14;26;34;54;56;58
03/06/2023;7;14;24;53;58;60
07/06/2023;23;28;34;43;47;60
10/06/2023;4;18;37;38;46;60
14/06/2023;3;8;34;40;44;55
17/06/2023;11;14;16;30;32;46
21/06/2023;3;7;13;29;52;56
24/06/2023;16;17;19;22;46;57
27/06/2023;5;11;26;35;46;54
29/06/2023;2;10;16;32;45;49
01/07/2023;7;11;25;51;57;60
05/07/2023;7;13;17;24;29;52
08/07/2023;3;21;27;32;35;60
12/07/2023;10;23;34;53;55;57
15/07/2023;4;12;18;21;25;49
19/07/2023;20;27;34;44;50;54
22/07/2023;14;26;40;42;46;52
25/07/2023;3;8;13;14;19;25
27/07/2023;5;7;22;23;41;59
29/07/2023;6;16;23;35;38;49
02/08/2023;3;14;36;42;43;44
05/08/2023;6;17;29;35;45;48
09/08/2023;5;36;39;41;44;50
12/08/2023;4;6;13;21;26;28
16/08/2023;6;9;14;16;42;47
19/08/2023;9;19;22;24;50;60
22/08/2023;10;15;20;35;37;59
24/08/2023;5;31;37;47;52;58
26/08/2023;9;10;35;44;55;58
29/08/2023;1;9;13;16;52;59
31/08/2023;13;25;31;43;57;58
02/09/2023;5;14;32;40;53;54
05/09/2023;11;32;35;40;41;48
09/09/2023;14;18;22;26;31;38
12/09/2023;14;26;36;39;50;53
14/09/2023;5;10;27;38;56;57
16/09/2023;2;23;25;33;45;54
19/09/2023;8;27;28;32;48;56
21/09/2023;6;11;29;37;56;58
23/09/2023;5;16;38;42;43;48
26/09/2023;1;2;10;32;34;59
28/09/2023;9;30;34;44;54;55
30/09/2023;2;8;11;22;48;49
03/10/2023;4;8;10;27;28;32
05/10/2023;9;24;34;39;45;50
07/10/2023;8;13;31;33;49;50
10/10/2023;2;10;29;31;56;59
14/10/2023;4;17;22;28;30;49
17/10/2023;8;22;34;42;51;59
19/10/2023;18;28;30;39;41;58
21/10/2023;9;33;39;43;50;54
24/10/2023;20;44;45;46;56;59
26/10/2023;6;11;26;32;46;56
28/10/2023;9;18;29;37;39;58
01/11/2023;6;23;35;36;37;59
04/11/2023;13;23;26;29;45;59
07/11/2023;14;32;41;43;48;60
09/11/2023;11;17;23;36;47;51
11/11/2023;10;23;30;31;49;56
14/11/2023;20;24;27;46;57;58
18/11/2023;7;27;32;33;36;53
21/11/2023;5;13;39;51;58;60
23/11/2023;11;36;46;53;55;60
25/11/2023;6;12;13;20;38;60
28/11/2023;6;30;35;38;41;56
30/11/2023;17;20;31;34;40;42
02/12/2023;7;11;27;41;56;59
05/12/2023;12;15;17;30;40;52
07/12/2023;3;14;21;22;37;39
09/12/2023;5;25;29;30;43;47
12/12/2023;1;4;8;21;46;51
14/12/2023;1;27;30;41;46;57
16/12/2023;4;7;16;35;46;54
31/12/2023;21;24;33;41;48;56
04/01/2024;16;19;43;53;57;58
06/01/2024;10;13;20;40;43;56
09/01/2024;4;27;35;45;52;56
11/01/2024;8;14;15;21;23;46
13/01/2024;1;26;31;34;42;45
16/01/2024;4;6;14;19;22;29
18/01/2024;3;7;32;34;42;54
20/01/2024;10;13;16;18;37;54
23/01/2024;7;18;20;26;38;51
25/01/2024;3;11;42;45;46;57
27/01/2024;10;20;30;42;47;53
30/01/2024;4;17;29;30;52;58
01/02/2024;1;3;23;27;47;57
03/02/2024;17;26;45;46;48;53
06/02/2024;9;16;31;46;47;51
08/02/2024;6;12;20;41;43;59
10/02/2024;2;4;24;30;34;50
15/02/2024;12;17;33;41;46;54
17/02/2024;9;16;20;47;48;52
20/02/2024;9;28;33;43;45;55
22/02/2024;13;15;28;37;40;57
24/02/2024;9;33;45;55;56;59
27/02/2024;11;29;44;45;46;50
29/02/2024;7;20;22;29;41;58
02/03/2024;15;17;32;33;34;40
05/03/2024;4;13;18;39;55;59
07/03/2024;10;11;13;25;27;42
09/03/2024;2;18;19;35;45;60
12/03/2024;9;23;31;49;54;58
14/03/2024;1;11;19;20;28;48
16/03/2024;6;15;18;31;32;47
19/03/2024;6;13;20;34;40;46
21/03/2024;3;7;11;35;38;56
23/03/2024;3;7;10;25;31;52
26/03/2024;2;16;22;27;35;47
30/03/2024;10;11;17;24;30;45
02/04/2024;7;9;11;39;54;57
04/04/2024;10;11;12;19;23;28
06/04/2024;12;22;23;24;47;53
09/04/2024;5;6;25;42;44;50
11/04/2024;14;36;38;46;55;60
13/04/2024;7;15;19;35;40;42
16/04/2024;9;23;25;26;35;58
18/04/2024;16;17;42;45;52;57
20/04/2024;7;19;25;46;50;53
23/04/2024;5;20;27;28;48;49
25/04/2024;6;22;34;36;44;50
27/04/2024;6;30;34;41;46;59
30/04/2024;16;25;27;30;42;48
04/05/2024;8;15;16;23;42;43
07/05/2024;9;10;11;25;46;48
09/05/2024;19;23;25;36;44;46
11/05/2024;6;12;19;28;50;60
14/05/2024;11;21;24;26;42;54
16/05/2024;2;10;32;33;38;47
18/05/2024;27;45;49;53;55;59
21/05/2024;4;32;39;48;51;57
23/05/2024;2;9;11;25;43;51
25/05/2024;20;27;41;47;53;54
28/05/2024;7;24;29;41;46;60
01/06/2024;4;12;32;45;49;58
04/06/2024;1;3;16;18;49;60
06/06/2024;14;20;21;39;44;56
08/06/2024;21;27;35;48;59;60
11/06/2024;5;33;46;47;53;59
13/06/2024;11;17;24;26;35;43
15/06/2024;16;20;30;34;37;45
18/06/2024;2;19;25;44;46;60
20/06/2024;19;25;37;45;47;53
22/06/2024;13;16;17;34;41;47
25/06/2024;1;33;35;39;42;56
27/06/2024;2;11;25;32;37;57
29/06/2024;13;25;27;30;37;53
02/07/2024;10;25;26;33;34;38
04/07/2024;2;5;7;11;52;57
06/07/2024;22;27;30;43;51;56
10/07/2024;14;17;24;28;36;45
13/07/2024;19;32;43;46;50;52
16/07/2024;8;25;27;38;43;44
18/07/2024;7;11;12;19;36;52
20/07/2024;4;13;18;42;52;53
23/07/2024;4;15;24;40;44;47
25/07/2024;6;26;31;46;52;55
27/07/2024;10;14;44;55;56;58
30/07/2024;7;13;17;33;41;58
01/08/2024;1;6;13;18;43;46
03/08/2024;1;21;37;40;51;54
06/08/2024;19;35;36;37;41;60
08/08/2024;3;10;38;40;48;59
10/08/2024;8;11;19;39;47;48
13/08/2024;3;22;34;44;49;57
15/08/2024;1;17;30;40;48;50
17/08/2024;15;16;19;43;44;49
20/08/2024;20;31;34;38;42;51
22/08/2024;8;12;34;39;43;47
24/08/2024;9;10;34;36;38;44
27/08/2024;14;21;42;47;50;59
29/08/2024;2;12;18;28;32;33
31/08/2024;10;16;35;46;49;60
03/09/2024;21;28;37;44;50;60
06/09/2024;7;13;14;33;38;50
10/09/2024;1;12;33;41;53;56
12/09/2024;19;23;32;34;38;57
14/09/2024;6;16;22;24;38;50
17/09/2024;1;4;14;26;44;51
19/09/2024;5;17;22;37;51;52
21/09/2024;2;13;21;38;42;52
24/09/2024;20;33;34;40;43;57
26/09/2024;14;19;32;44;51;54
28/09/2024;7;9;10;14;46;53
01/10/2024;10;31;35;45;50;55
03/10/2024;6;11;16;25;28;45
05/10/2024;7;30;38;39;43;54
08/10/2024;27;30;35;44;57;59
11/10/2024;20;27;48;50;57;59
16/10/2024;6;11;17;20;40;51
19/10/2024;8;10;23;34;36;50
22/10/2024;23;37;39;47;52;56
24/10/2024;3;17;18;19;20;55
26/10/2024;29;32;40;42;49;58
29/10/2024;2;3;11;25;37;43
01/11/2024;16;22;33;34;49;59
05/11/2024;7;9;25;37;57;59
07/11/2024;3;9;14;20;28;52
09/11/2024;13;16;33;43;46;55
13/11/2024;3;6;14;33;55;58
16/11/2024;1;3;15;25;45;52
19/11/2024;3;9;18;54;59;60
23/11/2024;1;31;38;40;45;60
26/11/2024;1;13;19;46;50;57
28/11/2024;25;27;33;46;48;56
30/11/2024;17;21;26;28;32;60
03/12/2024;1;20;32;43;57;59
05/12/2024;14;24;25;31;33;60
07/12/2024;1;6;24;47;55;58
10/12/2024;5;11;13;33;45;46
12/12/2024;8;25;49;52;55;56
14/12/2024;10;24;33;35;41;46
17/12/2024;2;4;15;28;34;39
31/12/2024;1;17;19;29;50;57
11/03/1996;4;5;30;33;41;52
18/03/1996;9;37;39;41;43;49
25/03/1996;10;11;29;30;36;47
01/04/1996;1;5;6;27;42;59
08/04/1996;1;2;6;16;19;46
15/04/1996;7;13;19;22;40;47
22/04/1996;3;5;20;21;38;56
29/04/1996;4;17;37;38;47;53
06/05/1996;8;43;54;55;56;60
13/05/1996;4;18;21;25;38;57
20/05/1996;15;25;37;38;58;59
27/05/1996;4;16;19;20;27;43
03/06/1996;18;32;47;50;54;56
10/06/1996;2;16;23;27;47;53
17/06/1996;12;33;35;51;52;60
24/06/1996;20;32;34;49;58;60
01/07/1996;6;10;13;19;20;51
08/07/1996;23;27;36;37;42;56
15/07/1996;5;10;12;24;25;60
22/07/1996;11;25;28;30;33;51
29/07/1996;6;33;36;46;49;53
05/08/1996;1;9;31;38;46;56
12/08/1996;17;37;39;51;52;59
19/08/1996;1;8;14;28;33;43
25/08/1996;24;43;50;54;55;56
01/09/1996;10;22;50;53;57;58
08/09/1996;13;17;20;33;44;51
15/09/1996;3;6;22;24;54;60
22/09/1996;3;8;14;43;56;58
29/09/1996;7;14;15;29;38;50
06/10/1996;17;19;28;45;48;56
13/10/1996;5;14;33;36;43;44
20/10/1996;5;17;33;39;42;49
27/10/1996;13;15;17;40;53;57
03/11/1996;4;16;21;23;54;57
10/11/1996;3;13;17;25;29;51
17/11/1996;6;7;22;38;52;60
24/11/1996;10;42;43;45;54;55
01/12/1996;12;16;37;45;52;56
08/12/1996;3;5;8;12;46;47
15/12/1996;12;26;35;38;39;47
22/12/1996;7;11;19;24;33;36
29/12/1996;2;6;17;25;26;58
05/01/1997;14;18;29;38;44;47
12/01/1997;7;30;37;44;53;55
19/01/1997;1;23;24;32;46;60
26/01/1997;3;17;25;35;48;56
02/02/1997;2;5;28;34;47;50
09/02/1997;7;13;33;35;43;55
16/02/1997;6;16;21;44;57;58
23/02/1997;17;23;24;25;42;47
02/03/1997;15;30;38;46;58;59
09/03/1997;3;13;16;38;42;46
16/03/1997;5;9;18;21;36;56
23/03/1997;2;14;23;29;38;52
30/03/1997;2;7;20;35;51;59
06/04/1997;7;16;17;27;34;59
13/04/1997;12;27;30;37;44;49
20/04/1997;2;8;13;28;34;54
27/04/1997;3;14;15;20;21;38
04/05/1997;8;18;29;42;44;59
11/05/1997;6;8;13;24;31;52
18/05/1997;9;25;26;40;41;49
25/05/1997;8;12;23;50;54;60
01/06/1997;1;5;20;25;32;34
08/06/1997;12;13;15;26;33;48
15/06/1997;12;14;17;27;47;52
22/06/1997;1;3;12;13;53;59
29/06/1997;25;34;45;53;56;58
06/07/1997;17;23;27;40;43;58
13/07/1997;16;27;33;43;45;53
20/07/1997;1;19;34;43;44;48
27/07/1997;25;26;28;45;51;57
03/08/1997;2;24;34;37;38;50
10/08/1997;21;24;35;36;37;49
17/08/1997;8;17;18;23;33;53
24/08/1997;21;29;40;49;54;57
31/08/1997;12;22;25;31;32;46
07/09/1997;2;13;17;25;31;43
14/09/1997;23;28;37;40;48;51
21/09/1997;10;23;41;47;54;60
28/09/1997;15;18;29;36;51;53
05/10/1997;4;15;16;24;42;57
12/10/1997;4;6;10;25;34;40
19/10/1997;6;15;30;37;45;47
26/10/1997;6;21;22;34;36;54
02/11/1997;4;5;11;28;32;40
09/11/1997;4;18;29;37;43;45
16/11/1997;13;34;42;44;55;59
23/11/1997;9;21;26;40;52;54
30/11/1997;2;4;10;35;39;60
07/12/1997;1;3;5;23;24;51
14/12/1997;2;22;28;31;36;53
21/12/1997;8;18;28;51;52;55
28/12/1997;6;40;45;46;50;60
04/01/1998;4;7;26;40;42;58
11/01/1998;5;11;14;35;53;56
18/01/1998;13;14;31;33;35;43
25/01/1998;11;24;30;33;46;60
01/02/1998;14;29;30;46;48;51
08/02/1998;1;18;29;31;37;39
15/02/1998;19;20;37;42;44;56
22/02/1998;1;7;9;49;54;57
01/03/1998;1;4;13;21;38;52
08/03/1998;3;13;31;43;46;49
15/03/1998;5;16;24;35;38;39
22/03/1998;2;4;16;24;51;52
29/03/1998;21;24;29;34;59;60
04/04/1998;1;13;44;48;49;54
11/04/1998;18;31;43;52;57;58
18/04/1998;4;22;25;32;33;52
25/04/1998;12;20;34;37;42;43
02/05/1998;7;26;28;34;54;55
09/05/1998;6;12;18;37;47;54
16/05/1998;4;6;14;20;24;38
23/05/1998;5;13;32;36;42;51
30/05/1998;20;25;27;33;42;53
06/06/1998;9;22;25;37;56;57
13/06/1998;1;21;36;38;47;50
20/06/1998;3;16;27;40;45;46
27/06/1998;2;29;41;44;53;55
04/07/1998;11;17;20;39;43;53
11/07/1998;13;14;16;26;32;42
18/07/1998;5;15;34;41;52;57
25/07/1998;25;41;47;53;56;59
01/08/1998;6;10;11;28;32;40
08/08/1998;21;29;50;51;54;59
15/08/1998;3;9;18;21;23;43
22/08/1998;1;9;10;32;46;54
29/08/1998;13;29;38;42;49;53
05/09/1998;4;9;17;27;30;44
12/09/1998;7;9;35;41;44;50
19/09/1998;5;6;19;34;39;57
26/09/1998;4;25;32;36;52;60
03/10/1998;21;22;35;40;53;59
10/10/1998;1;17;25;38;45;59
17/10/1998;15;16;19;22;26;49
24/10/1998;5;14;27;37;40;41
31/10/1998;3;13;26;27;41;42
07/11/1998;7;31;41;44;46;55
14/11/1998;10;13;22;41;42;58
21/11/1998;8;15;19;20;54;59
28/11/1998;6;18;20;40;50;53
05/12/1998;8;32;36;44;45;55
12/12/1998;15;16;31;41;43;51
19/12/1998;25;32;34;42;51;60
24/12/1998;6;16;23;24;28;38
31/12/1998;32;35;41;55;58;59
09/01/1999;7;11;20;28;45;48
16/01/1999;12;44;50;52;54;55
23/01/1999;3;16;20;43;52;56
30/01/1999;5;12;15;29;51;58
06/02/1999;2;30;31;42;45;47
13/02/1999;8;10;24;33;45;48
20/02/1999;12;30;32;35;43;44
27/02/1999;17;23;42;49;52;55
06/03/1999;4;13;17;21;41;44
13/03/1999;4;14;17;43;51;58
20/03/1999;9;11;16;35;50;58
27/03/1999;2;13;42;52;54;58
03/04/1999;6;25;30;37;39;41
10/04/1999;21;23;33;38;48;51
17/04/1999;8;27;36;41;53;56
24/04/1999;4;10;14;19;28;44
01/05/1999;10;19;23;35;39;56
08/05/1999;12;13;22;57;59;60
15/05/1999;1;11;28;33;38;48
22/05/1999;2;9;31;35;45;50
29/05/1999;1;13;21;37;51;52
05/06/1999;7;41;46;51;55;58
12/06/1999;4;27;40;43;46;54
19/06/1999;10;14;26;35;36;49
26/06/1999;17;28;29;42;49;50
03/07/1999;11;22;23;36;52;59
10/07/1999;1;10;13;20;42;50
17/07/1999;1;3;4;28;45;53
24/07/1999;22;35;38;39;41;59
31/07/1999;5;15;19;26;27;33
07/08/1999;5;6;23;26;27;53
14/08/1999;6;23;29;39;51;60
21/08/1999;1;27;33;35;51;55
28/08/1999;3;5;10;28;46;60
04/09/1999;2;7;11;16;40;44
11/09/1999;9;16;21;34;41;60
18/09/1999;17;22;43;46;55;59
25/09/1999;14;23;24;25;26;51
02/10/1999;6;36;41;44;48;58
10/10/1999;17;27;34;42;43;46
16/10/1999;4;15;31;38;41;53
24/10/1999;5;10;21;32;40;42
31/10/1999;1;3;5;23;41;58
06/11/1999;1;26;28;41;54;60
13/11/1999;4;11;12;19;43;49
20/11/1999;25;28;32;33;42;43
27/11/1999;3;9;17;32;37;44
04/12/1999;7;9;14;17;24;32
11/12/1999;5;12;15;19;29;52
18/12/1999;1;8;18;23;35;40
24/12/1999;10;16;37;50;52;57
31/12/1999;12;15;19;34;44;51
08/01/2000;5;20;22;30;35;55
15/01/2000;12;24;44;45;49;53
22/01/2000;11;19;29;44;47;55
29/01/2000;29;31;39;41;51;58
05/02/2000;26;32;40;43;46;54
12/02/2000;18;20;26;34;51;56
19/02/2000;3;7;19;24;53;55
26/02/2000;15;23;24;25;47;57
04/03/2000;13;21;26;32;41;52
11/03/2000;20;32;37;38;48;58
18/03/2000;10;20;33;40;45;50
25/03/2000;6;15;29;45;57;59
01/04/2000;3;9;23;30;32;35
08/04/2000;6;12;30;31;35;50
15/04/2000;7;28;37;46;53;58
22/04/2000;14;18;30;35;42;59
29/04/2000;3;27;32;45;49;51
06/05/2000;12;17;40;42;47;54
13/05/2000;23;26;28;36;42;49
20/05/2000;13;14;36;53;55;60
27/05/2000;13;27;43;50;54;58
03/06/2000;5;19;30;48;52;55
10/06/2000;2;6;22;24;28;58
17/06/2000;7;16;18;20;21;44
24/06/2000;2;4;16;21;37;58
01/07/2000;1;2;38;49;50;59
08/07/2000;11;26;27;37;42;48
15/07/2000;13;16;40;43;45;59
22/07/2000;11;13;21;33;39;45
29/07/2000;8;40;41;44;53;56
05/08/2000;16;27;36;42;44;59
12/08/2000;19;22;29;37;41;59
19/08/2000;3;7;24;32;36;45
26/08/2000;15;25;41;42;45;54
02/09/2000;2;22;29;31;41;55
09/09/2000;10;25;50;52;57;60
16/09/2000;7;31;36;45;56;57
23/09/2000;9;13;15;37;41;42
30/09/2000;6;21;33;44;46;47
07/10/2000;25;28;38;41;57;59
14/10/2000;11;31;35;40;56;57
21/10/2000;4;7;21;22;28;56
28/10/2000;11;16;20;23;32;47
04/11/2000;19;24;33;47;50;60
11/11/2000;8;27;44;51;53;60
18/11/2000;2;16;32;37;43;57
25/11/2000;3;10;23;30;34;46
02/12/2000;16;32;34;35;41;56
09/12/2000;21;36;40;49;54;55
16/12/2000;7;25;41;42;43;55
23/12/2000;15;23;30;34;49;55
30/12/2000;4;17;26;32;51;54
06/01/2001;11;12;24;37;44;56
13/01/2001;1;4;21;22;30;56
20/01/2001;16;19;20;32;44;55
27/01/2001;2;21;26;32;34;52
03/02/2001;1;4;5;19;28;34
10/02/2001;7;12;50;54;55;60
17/02/2001;13;15;20;33;43;58
24/02/2001;4;6;33;43;59;60
03/03/2001;5;16;20;30;54;56
10/03/2001;11;20;48;53;58;60
17/03/2001;8;9;26;43;50;53
24/03/2001;1;5;13;25;31;33
31/03/2001;7;16;34;41;50;53
07/04/2001;2;23;38;46;48;54
14/04/2001;1;8;45;46;55;58
21/04/2001;5;6;10;21;33;47
28/04/2001;17;18;19;25;49;52
05/05/2001;5;9;27;35;40;45
12/05/2001;14;24;26;29;31;54
19/05/2001;9;10;24;36;56;58
26/05/2001;10;17;23;27;47;52
02/06/2001;11;13;18;26;39;47
09/06/2001;16;19;30;37;38;48
16/06/2001;22;39;45;53;57;59
23/06/2001;4;26;38;40;52;56
30/06/2001;10;15;18;22;31;55
07/07/2001;4;23;31;47;58;59
14/07/2001;5;16;20;25;30;58
21/07/2001;5;11;31;38;47;53
28/07/2001;9;14;23;24;33;36
01/08/2001;25;28;34;42;48;54
04/08/2001;7;8;14;30;32;36
08/08/2001;12;32;37;41;50;56
11/08/2001;29;35;37;44;47;56
15/08/2001;3;13;25;33;47;60
18/08/2001;6;9;11;17;18;50
22/08/2001;6;7;20;25;30;36
25/08/2001;7;25;26;30;40;57
29/08/2001;5;16;17;18;22;41
01/09/2001;13;23;24;34;45;53
05/09/2001;5;6;7;12;28;35
08/09/2001;22;25;28;41;45;57
12/09/2001;7;12;24;31;44;50
15/09/2001;3;20;42;46;51;52
19/09/2001;1;20;28;33;36;41
22/09/2001;5;22;23;24;34;60
26/09/2001;2;5;7;33;49;53
29/09/2001;24;27;28;38;41;57
03/10/2001;9;26;48;49;57;58
06/10/2001;12;25;30;40;41;60
10/10/2001;7;13;17;30;37;47
13/10/2001;7;11;34;41;42;59
17/10/2001;5;11;27;38;53;60
20/10/2001;19;30;41;47;56;57
24/10/2001;13;16;17;26;41;44
27/10/2001;4;11;25;29;39;55
31/10/2001;4;11;25;39;50;55
03/11/2001;2;14;28;29;31;32
07/11/2001;22;24;30;32;38;41
10/11/2001;14;23;30;41;47;50
14/11/2001;14;16;24;37;38;53
17/11/2001;5;32;34;37;40;58
21/11/2001;12;21;22;28;43;50
24/11/2001;6;24;28;43;51;56
28/11/2001;16;20;27;30;35;48
01/12/2001;3;19;20;31;40;53
05/12/2001;12;16;17;19;23;48
08/12/2001;20;22;27;47;50;53
12/12/2001;4;11;31;32;48;49
15/12/2001;11;18;29;44;47;56
19/12/2001;26;31;33;40;49;54
22/12/2001;8;15;22;25;30;47
29/12/2001;1;3;4;21;23;53
05/01/2002;21;23;40;44;51;52
09/01/2002;29;32;33;38;46;48
12/01/2002;5;7;14;21;23;51
16/01/2002;10;11;12;24;35;40
19/01/2002;2;4;14;23;37;51
23/01/2002;1;13;20;27;35;37
26/01/2002;23;28;29;34;42;44
30/01/2002;4;27;35;44;52;53
02/02/2002;14;23;24;26;41;51
06/02/2002;7;23;33;43;57;59
09/02/2002;2;18;22;26;30;54
16/02/2002;4;14;16;31;52;54
20/02/2002;1;4;9;36;46;48
23/02/2002;5;12;13;16;27;50
27/02/2002;9;10;12;33;42;60
02/03/2002;5;16;22;23;43;56
06/03/2002;16;29;34;49;51;54
09/03/2002;4;6;7;12;24;41
13/03/2002;10;12;14;33;35;36
16/03/2002;11;22;46;51;56;58
20/03/2002;7;12;41;46;56;60
23/03/2002;1;10;12;26;48;52
27/03/2002;19;30;33;39;40;52
30/03/2002;8;9;28;32;38;54
03/04/2002;10;15;23;30;43;57
06/04/2002;15;16;24;41;59;60
10/04/2002;7;20;25;44;47;49
13/04/2002;19;23;30;46;55;60
17/04/2002;7;16;38;40;41;52
20/04/2002;2;14;22;23;37;60
24/04/2002;5;19;21;54;56;58
27/04/2002;2;30;32;35;45;53
04/05/2002;12;17;21;32;40;42
08/05/2002;13;19;20;29;31;54
11/05/2002;23;24;29;47;53;55
15/05/2002;16;28;31;41;45;59
18/05/2002;7;20;33;37;46;56
22/05/2002;19;29;39;47;49;54
25/05/2002;5;29;44;51;57;59
29/05/2002;19;23;34;37;52;58
01/06/2002;4;6;7;15;21;51
05/06/2002;10;12;27;33;49;52
08/06/2002;13;29;32;38;44;50
12/06/2002;1;14;21;35;42;60
15/06/2002;1;4;40;42;51;54
19/06/2002;4;18;23;33;39;60
22/06/2002;16;17;24;39;46;57
26/06/2002;1;5;10;24;31;33
29/06/2002;2;5;16;26;44;54
03/07/2002;1;5;9;42;51;58
06/07/2002;10;13;25;35;43;48
10/07/2002;3;12;19;27;45;46
13/07/2002;5;38;41;45;48;55
17/07/2002;24;33;40;41;55;59
20/07/2002;13;22;30;31;47;57
24/07/2002;9;10;28;46;55;56
27/07/2002;31;34;37;38;53;54
31/07/2002;14;22;48;50;53;56
03/08/2002;24;28;40;47;50;52
07/08/2002;5;12;16;18;22;24
10/08/2002;17;35;36;39;43;54
14/08/2002;22;28;29;43;47;48
17/08/2002;23;36;48;52;53;58
21/08/2002;5;14;18;43;46;54
24/08/2002;7;12;22;34;38;53
28/08/2002;4;7;15;16;35;40
31/08/2002;15;23;31;39;47;49
04/09/2002;6;12;35;36;40;50
07/09/2002;5;15;35;42;45;49
11/09/2002;10;11;14;20;31;58
14/09/2002;6;18;34;42;45;47
18/09/2002;1;2;5;24;32;46
21/09/2002;7;16;22;28;36;37
25/09/2002;11;16;27;47;55;59
28/09/2002;10;13;28;29;54;59
02/10/2002;11;18;43;44;50;53
05/10/2002;5;16;27;43;56;58
09/10/2002;7;16;27;31;46;60
12/10/2002;1;24;28;38;40;58
16/10/2002;24;29;34;47;57;60
19/10/2002;2;12;32;38;47;48
23/10/2002;2;18;22;49;51;57
26/10/2002;14;28;33;44;49;56
30/10/2002;18;25;26;31;34;49
02/11/2002;8;24;31;36;38;55
06/11/2002;10;12;31;38;45;56
09/11/2002;5;12;14;21;45;59
13/11/2002;2;4;29;33;35;53
16/11/2002;16;26;35;45;52;58
20/11/2002;1;4;27;38;42;44
23/11/2002;1;13;23;33;54;56
27/11/2002;7;12;21;25;34;42
30/11/2002;8;15;32;45;49;52
04/12/2002;9;16;41;42;52;53
07/12/2002;12;29;30;43;57;59
11/12/2002;5;35;37;38;45;51
14/12/2002;12;37;43;55;56;60
18/12/2002;8;22;32;33;40;53
21/12/2002;18;27;29;36;46;59
28/12/2002;6;10;16;34;42;47
04/01/2003;7;30;32;37;50;54
08/01/2003;3;13;14;24;43;51
11/01/2003;8;28;30;32;46;60
15/01/2003;17;26;32;36;43;55
18/01/2003;8;10;21;25;38;50
22/01/2003;26;37;40;47;52;58
25/01/2003;4;13;17;27;39;50
29/01/2003;16;17;28;30;36;54
01/02/2003;4;10;17;24;30;54
05/02/2003;10;11;17;31;37;43
08/02/2003;1;6;7;29;48;57
12/02/2003;7;10;30;44;54;59
15/02/2003;3;5;11;14;38;48
19/02/2003;13;20;29;42;43;57
22/02/2003;3;5;23;30;46;47
26/02/2003;2;10;15;21;58;59
01/03/2003;6;15;23;31;37;59
08/03/2003;11;17;26;36;48;52
12/03/2003;3;24;33;48;52;57
15/03/2003;7;20;31;32;50;53
19/03/2003;8;11;12;17;20;47
22/03/2003;15;24;25;33;42;55
26/03/2003;3;5;9;45;51;52
29/03/2003;1;8;24;34;49;56
02/04/2003;1;9;13;50;51;59
05/04/2003;17;18;23;28;31;53
09/04/2003;11;16;30;36;51;54
12/04/2003;8;20;23;34;52;58
16/04/2003;4;17;24;42;46;56
19/04/2003;2;14;15;17;50;59
23/04/2003;3;17;22;27;33;40
26/04/2003;15;17;24;27;32;48
30/04/2003;13;24;32;34;43;53
03/05/2003;8;15;17;39;43;49
07/05/2003;19;23;30;37;49;55
10/05/2003;15;17;20;29;30;60
14/05/2003;17;19;22;26;27;48
17/05/2003;2;3;7;18;45;53
21/05/2003;6;24;33;38;45;50
